@relation AAc_Train

@attribute A numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute G numeric
@attribute H numeric
@attribute I numeric
@attribute K numeric
@attribute L numeric
@attribute M numeric
@attribute N numeric
@attribute P numeric
@attribute Q numeric
@attribute R numeric
@attribute S numeric
@attribute T numeric
@attribute V numeric
@attribute W numeric
@attribute Y numeric
@attribute Label {thermo,meso}

@data
0.11236,0,0.078652,0.033708,0,0.022472,0.011236,0.123596,0.044944,0.078652,0.033708,0.078652,0.05618,0.044944,0.067416,0.067416,0.044944,0.078652,0.011236,0.011236,meso
0.091837,0.020408,0.05102,0.071429,0.015306,0.081633,0.02551,0.010204,0.05102,0.158163,0.02551,0.030612,0.05102,0.035714,0.056122,0.076531,0.045918,0.066327,0.020408,0.015306,meso
0.097674,0,0.065116,0.04186,0.032558,0.083721,0.004651,0.051163,0.07907,0.083721,0.027907,0.07907,0.037209,0.055814,0.046512,0.037209,0.055814,0.07907,0.009302,0.032558,meso
0.077844,0.017964,0.041916,0.035928,0.035928,0.047904,0.047904,0.05988,0.053892,0.077844,0.017964,0.065868,0.047904,0.08982,0.077844,0.083832,0.047904,0.047904,0,0.023952,meso
0.077273,0.009091,0.038636,0.075,0.029545,0.027273,0.011364,0.068182,0.063636,0.095455,0.009091,0.063636,0.020455,0.040909,0.065909,0.122727,0.090909,0.054545,0.018182,0.018182,meso
0.082192,0.006849,0.047945,0.113014,0.034247,0.061644,0.027397,0.082192,0.089041,0.075342,0.017123,0.034247,0.037671,0.027397,0.044521,0.05137,0.058219,0.061644,0.013699,0.034247,meso
0.07377,0.016393,0.057377,0.065574,0.02459,0.065574,0.02459,0.02459,0.04918,0.057377,0.057377,0.008197,0.098361,0.065574,0.065574,0.032787,0.07377,0.114754,0,0.02459,meso
0.044355,0.008065,0.068548,0.084677,0.064516,0.028226,0.03629,0.072581,0.076613,0.100806,0.03629,0.048387,0.056452,0.044355,0.044355,0.056452,0.044355,0.052419,0.016129,0.016129,meso
0.088435,0.006803,0.054422,0.088435,0.034014,0.027211,0.040816,0.040816,0.088435,0.156463,0.020408,0.054422,0.006803,0.054422,0.020408,0.040816,0.095238,0.068027,0,0.013605,meso
0.056319,0.012363,0.019231,0.052198,0.071429,0.054945,0.03022,0.085165,0.052198,0.130495,0.024725,0.043956,0.046703,0.024725,0.052198,0.078297,0.043956,0.070055,0.024725,0.026099,meso
0.102941,0.007353,0.058824,0.080882,0.022059,0.058824,0.029412,0.095588,0.036765,0.139706,0.051471,0.022059,0.036765,0.044118,0.058824,0.051471,0.051471,0.029412,0.007353,0.014706,meso
0.061151,0.021583,0.035971,0.097122,0.021583,0.035971,0.010791,0.035971,0.079137,0.111511,0.046763,0.02518,0.057554,0.053957,0.086331,0.093525,0.043165,0.039568,0.014388,0.028777,meso
0.031746,0,0.055556,0.095238,0.031746,0.047619,0.007937,0.119048,0.119048,0.071429,0.031746,0.047619,0.063492,0.015873,0.071429,0.047619,0.02381,0.071429,0.02381,0.02381,meso
0.056667,0.03,0.053333,0.126667,0.04,0.043333,0.016667,0.073333,0.116667,0.086667,0.016667,0.03,0.01,0.033333,0.053333,0.076667,0.046667,0.06,0.01,0.02,meso
0.078498,0.013652,0.047782,0.081911,0.047782,0.040956,0.017065,0.078498,0.085324,0.116041,0.030717,0.037543,0.040956,0.05802,0.027304,0.044369,0.081911,0.040956,0.010239,0.020478,meso
0.112069,0.017241,0.034483,0.017241,0.103448,0.146552,0.051724,0.137931,0.034483,0.094828,0.034483,0,0.025862,0.017241,0,0.043103,0.034483,0.077586,0,0.017241,meso
0.055046,0.013761,0.018349,0.013761,0.09633,0.091743,0.03211,0.110092,0.068807,0.146789,0.022936,0.045872,0.027523,0,0.022936,0.068807,0.050459,0.068807,0.013761,0.03211,meso
0.045729,0.032787,0.047455,0.047455,0.056946,0.068162,0.023296,0.077653,0.034513,0.091458,0.022433,0.086281,0.046592,0.037964,0.037964,0.081967,0.058671,0.050906,0.006903,0.044866,meso
0.034188,0.012821,0.034188,0.042735,0.08547,0.08547,0.012821,0.141026,0.068376,0.128205,0.042735,0.038462,0.047009,0.004274,0.017094,0.059829,0.021368,0.076923,0.008547,0.038462,meso
0.068792,0.019295,0.040268,0.069631,0.041107,0.057886,0.033557,0.079698,0.078859,0.091443,0.021812,0.041107,0.03943,0.036913,0.046141,0.062919,0.057886,0.057886,0.010067,0.045302,meso
0.094645,0.013699,0.052304,0.072229,0.022416,0.066002,0.028643,0.016189,0.073474,0.0934,0.023661,0.021171,0.066002,0.032379,0.079701,0.11457,0.034869,0.063512,0.008717,0.022416,meso
0.049689,0.018634,0.018634,0.074534,0.031056,0.074534,0.031056,0.018634,0.024845,0.161491,0.012422,0.018634,0.093168,0.049689,0.068323,0.093168,0.043478,0.074534,0.012422,0.031056,meso
0.076289,0.006186,0.049485,0.063918,0.047423,0.051546,0.008247,0.05567,0.057732,0.101031,0.03299,0.068041,0.051546,0.05567,0.061856,0.08866,0.047423,0.041237,0.006186,0.028866,meso
0.050633,0.012658,0.008439,0.021097,0.033755,0.037975,0.029536,0.090717,0.033755,0.200422,0.080169,0.048523,0.040084,0.016878,0.021097,0.097046,0.090717,0.021097,0.023207,0.042194,meso
0.055351,0.01107,0.066421,0.066421,0.051661,0.02583,0.03321,0.081181,0.073801,0.088561,0.02583,0.066421,0.03321,0.04059,0.02214,0.107011,0.066421,0.051661,0.00738,0.02583,meso
0.030142,0.028369,0.06383,0.049645,0.028369,0.046099,0.01773,0.111702,0.067376,0.092199,0.02305,0.085106,0.030142,0.019504,0.033688,0.109929,0.04078,0.039007,0.015957,0.067376,meso
0.110656,0.012295,0.04918,0.059426,0.034836,0.096311,0.018443,0.04918,0.04918,0.081967,0.02459,0.040984,0.045082,0.020492,0.032787,0.102459,0.071721,0.079918,0.004098,0.016393,meso
0.07218,0.013534,0.075188,0.069173,0.039098,0.064662,0.037594,0.063158,0.061654,0.063158,0.02406,0.030075,0.042105,0.034586,0.061654,0.070677,0.06015,0.067669,0.013534,0.03609,meso
0.069061,0.016575,0.058011,0.077348,0.038674,0.069061,0.035912,0.035912,0.058011,0.093923,0.035912,0.033149,0.058011,0.044199,0.049724,0.049724,0.052486,0.060773,0.027624,0.035912,meso
0.103864,0.007673,0.066594,0.075911,0.036448,0.07783,0.029323,0.034804,0.022472,0.118115,0.010962,0.026583,0.052343,0.031515,0.079474,0.043848,0.05755,0.081118,0.012606,0.030967,meso
0.064103,0.019231,0.096154,0.051282,0.102564,0.083333,0.051282,0.038462,0.096154,0.076923,0.019231,0.057692,0.051282,0.012821,0.025641,0.044872,0.025641,0.044872,0.012821,0.025641,meso
0.06044,0.049451,0.054945,0.076923,0.054945,0.087912,0.005495,0.054945,0.054945,0.071429,0.027473,0.032967,0.071429,0.038462,0.071429,0.032967,0.043956,0.06044,0.005495,0.043956,meso
0.054514,0.030664,0.052811,0.107325,0.032368,0.052811,0.032368,0.022147,0.044293,0.102215,0.008518,0.02385,0.09029,0.078365,0.080068,0.083475,0.025554,0.0477,0.011925,0.018739,meso
0.080166,0.018659,0.043538,0.053905,0.044229,0.0698,0.029026,0.042847,0.034554,0.105736,0.021424,0.033863,0.070491,0.039392,0.054596,0.072564,0.05736,0.074637,0.014513,0.038701,meso
0.099783,0.004338,0.060738,0.041215,0.047722,0.101952,0.021692,0.052061,0.036876,0.093275,0.021692,0.032538,0.056399,0.023861,0.065076,0.05423,0.073753,0.067245,0.017354,0.0282,meso
0.086458,0.025,0.051042,0.042708,0.0375,0.094792,0.026042,0.017708,0.020833,0.113542,0.007292,0.01875,0.117708,0.036458,0.077083,0.09375,0.048958,0.05625,0.009375,0.01875,meso
0.040179,0.008929,0.03125,0.075893,0.03125,0.044643,0.035714,0.049107,0.120536,0.075893,0.026786,0.035714,0.049107,0.0625,0.084821,0.107143,0.040179,0.053571,0.017857,0.008929,meso
0.032407,0.023148,0.041667,0.069444,0.027778,0.074074,0.050926,0.101852,0.064815,0.106481,0.032407,0.060185,0.055556,0.041667,0.018519,0.069444,0.032407,0.050926,0.00463,0.041667,meso
0.112329,0.027397,0.054795,0.041096,0.046575,0.120548,0.038356,0.030137,0.013699,0.09863,0.008219,0.010959,0.060274,0.035616,0.09863,0.041096,0.079452,0.065753,0.005479,0.010959,meso
0.087637,0.021127,0.044601,0.051643,0.032864,0.074335,0.020344,0.050861,0.034429,0.068858,0.017997,0.043036,0.06964,0.043036,0.046948,0.110329,0.064163,0.075117,0.027387,0.015649,meso
0.09058,0,0.04529,0.050725,0.007246,0.041667,0.032609,0.03442,0.048913,0.07971,0.01087,0.03442,0.139493,0.038043,0.101449,0.121377,0.039855,0.061594,0.01087,0.01087,meso
0.065534,0.024272,0.063107,0.070388,0.072816,0.043689,0.038835,0.026699,0.082524,0.082524,0.024272,0.041262,0.038835,0.031553,0.048544,0.067961,0.041262,0.080097,0.012136,0.043689,meso
0.166667,0.012626,0.068182,0.093434,0.027778,0.090909,0.025253,0.027778,0.020202,0.075758,0.012626,0.025253,0.040404,0.025253,0.045455,0.040404,0.068182,0.085859,0.015152,0.032828,meso
0.082386,0.014205,0.056818,0.09233,0.036932,0.086648,0.035511,0.048295,0.078125,0.088068,0.021307,0.034091,0.041193,0.034091,0.055398,0.03125,0.042614,0.06108,0.025568,0.034091,meso
0.060669,0.031381,0.08159,0.08159,0.058577,0.054393,0.025105,0.043933,0.064854,0.08159,0.029289,0.052301,0.046025,0.033473,0.062762,0.058577,0.037657,0.048117,0.012552,0.035565,meso
0.0301,0,0.050167,0.0301,0.090301,0.036789,0.006689,0.157191,0.060201,0.09699,0.010033,0.056856,0.010033,0.013378,0.033445,0.113712,0.063545,0.090301,0.003344,0.046823,meso
0.106557,0,0.040984,0.098361,0,0.016393,0,0.065574,0.065574,0.114754,0.065574,0.008197,0.032787,0.155738,0.106557,0.04918,0.04918,0.016393,0,0.008197,meso
0.10219,0.010949,0.072993,0.072993,0.040146,0.062044,0.014599,0.029197,0.029197,0.10219,0.018248,0.043796,0.051095,0.036496,0.09854,0.036496,0.032847,0.076642,0.010949,0.058394,meso
0.095458,0.006728,0.06476,0.074853,0.034903,0.066863,0.022708,0.054668,0.030698,0.123633,0.022708,0.030278,0.067704,0.039529,0.061396,0.057191,0.043314,0.060555,0.010934,0.031119,meso
0.010417,0.020833,0.0625,0.15625,0.03125,0.083333,0.020833,0.0625,0.083333,0.0625,0.020833,0.052083,0.041667,0.010417,0.020833,0.197917,0.052083,0.010417,0,0,meso
0.065495,0.023962,0.035144,0.086262,0.035144,0.06869,0.019169,0.043131,0.025559,0.107029,0.014377,0.036741,0.073482,0.030351,0.054313,0.079872,0.060703,0.086262,0.015974,0.038339,meso
0.049505,0.049505,0,0.039604,0.039604,0.069307,0.019802,0.089109,0.049505,0.089109,0.009901,0.039604,0.09901,0.049505,0.029703,0.089109,0.029703,0.049505,0.019802,0.089109,meso
0.04336,0.02981,0.073171,0.051491,0.04065,0.073171,0.02981,0.062331,0.062331,0.062331,0.01084,0.111111,0.051491,0.01626,0.04607,0.062331,0.04878,0.065041,0.02981,0.02981,meso
0.045886,0.030063,0.087025,0.042722,0.031646,0.063291,0.017405,0.079114,0.060127,0.06962,0.025316,0.053797,0.045886,0.025316,0.041139,0.088608,0.068038,0.058544,0.023734,0.042722,meso
0.092896,0,0.090164,0.040984,0.060109,0.13388,0.010929,0.043716,0.035519,0.04918,0.019126,0.062842,0.021858,0.021858,0.046448,0.065574,0.051913,0.095628,0.016393,0.040984,meso
0.060367,0.011811,0.053806,0.059055,0.057743,0.052493,0.020997,0.051181,0.064304,0.107612,0.024934,0.05643,0.036745,0.035433,0.052493,0.090551,0.049869,0.069554,0.007874,0.036745,meso
0.064024,0.009146,0.054878,0.088415,0.039634,0.02439,0.009146,0.064024,0.088415,0.088415,0.02439,0.033537,0.04878,0.033537,0.04878,0.143293,0.042683,0.064024,0,0.030488,meso
0.103922,0.009804,0.056863,0.07451,0.035294,0.054902,0.021569,0.04902,0.054902,0.1,0.043137,0.029412,0.052941,0.029412,0.058824,0.060784,0.05098,0.070588,0.013725,0.029412,meso
0.07563,0.011765,0.055462,0.065546,0.042017,0.036975,0.026891,0.109244,0.097479,0.094118,0.011765,0.065546,0.02521,0.038655,0.043697,0.063866,0.052101,0.052101,0,0.031933,meso
0.077966,0.013559,0.023729,0.057627,0.064407,0.037288,0.027119,0.054237,0.098305,0.098305,0.010169,0.037288,0.054237,0.074576,0.00678,0.084746,0.077966,0.067797,0.010169,0.023729,meso
0.136499,0.011869,0.077151,0.047478,0.047478,0.068249,0.023739,0.035608,0.041543,0.10089,0.017804,0.035608,0.068249,0.029674,0.059347,0.04451,0.04451,0.083086,0.002967,0.023739,meso
0.039394,0.010606,0.062121,0.054545,0.028788,0.030303,0.024242,0.05303,0.062121,0.083333,0.018182,0.081818,0.074242,0.081818,0.04697,0.115152,0.066667,0.037879,0.00303,0.025758,meso
0.046748,0.027439,0.034553,0.056911,0.034553,0.064024,0.021341,0.042683,0.052846,0.074187,0.025407,0.054878,0.075203,0.04878,0.038618,0.150407,0.049797,0.064024,0.006098,0.031504,meso
0.088816,0.019737,0.075658,0.055921,0.065789,0.101974,0.042763,0.026316,0.009868,0.092105,0.029605,0.016447,0.055921,0.032895,0.082237,0.049342,0.032895,0.069079,0.019737,0.032895,meso
0.103226,0.009677,0.090323,0.06129,0.048387,0.064516,0.025806,0.070968,0.041935,0.074194,0.032258,0.032258,0.058065,0.025806,0.074194,0.035484,0.058065,0.048387,0.022581,0.022581,meso
0.058594,0,0.039063,0.035156,0.089844,0.070313,0.03125,0.046875,0.070313,0.121094,0.054688,0.019531,0.035156,0.023438,0.039063,0.054688,0.070313,0.066406,0.035156,0.039063,meso
0.051643,0.018779,0.122066,0.190141,0.005869,0.11385,0.126761,0.004695,0.011737,0.028169,0.005869,0.00939,0.043427,0.038732,0.078638,0.069249,0.035211,0.029343,0.005869,0.010563,meso
0.05819,0.008621,0.043103,0.05819,0.034483,0.075431,0.030172,0.045259,0.034483,0.081897,0.036638,0.064655,0.06681,0.038793,0.060345,0.105603,0.049569,0.05819,0.008621,0.040948,meso
0.1,0.023077,0.084615,0.026923,0.011538,0.046154,0.019231,0.042308,0.05,0.1,0.038462,0.023077,0.073077,0.042308,0.057692,0.084615,0.053846,0.096154,0.007692,0.019231,meso
0.168919,0.027027,0.02027,0.047297,0.033784,0.114865,0.013514,0.033784,0.054054,0.060811,0.02027,0.027027,0.060811,0.040541,0.033784,0.060811,0.081081,0.067568,0.013514,0.02027,meso
0.319514,0,0.003141,0.026173,0.001675,0.008375,0.000419,0.009213,0.006072,0.005235,0.001047,0.005653,0.001884,0.002722,0.002513,0.468384,0.122906,0.011307,0.000419,0.00335,meso
0.070039,0.011673,0.050584,0.050584,0.058366,0.062257,0.023346,0.019455,0.042802,0.132296,0.019455,0.035019,0.062257,0.050584,0.077821,0.062257,0.031128,0.081712,0.027237,0.027237,meso
0.047297,0,0.054054,0.077703,0.057432,0.125,0.030405,0.060811,0.047297,0.064189,0.013514,0.043919,0.040541,0.033784,0.060811,0.10473,0.040541,0.074324,0.006757,0.016892,meso
0.098361,0.004684,0.053864,0.06089,0.023419,0.065574,0.021077,0.051522,0.056206,0.056206,0.018735,0.051522,0.053864,0.032787,0.042155,0.098361,0.077283,0.086651,0.021077,0.025761,meso
0.099099,0.013514,0.063063,0.058559,0.031532,0.085586,0.027027,0.031532,0.013514,0.108108,0.018018,0.022523,0.040541,0.031532,0.126126,0.054054,0.045045,0.085586,0.009009,0.036036,meso
0.07563,0.05042,0.016807,0.016807,0.042017,0.05042,0.016807,0.042017,0.092437,0.084034,0.033613,0.042017,0.058824,0.042017,0.042017,0.092437,0.058824,0.117647,0.008403,0.016807,meso
0.0625,0.009868,0.039474,0.055921,0.036184,0.072368,0.036184,0.105263,0.052632,0.115132,0.019737,0.059211,0.042763,0.049342,0.032895,0.042763,0.078947,0.055921,0,0.032895,meso
0.054108,0.015364,0.062124,0.09018,0.030728,0.052104,0.024716,0.042752,0.055444,0.09686,0.020708,0.032732,0.064128,0.059452,0.0501,0.109552,0.055444,0.047428,0.012024,0.024048,meso
0.040984,0.012295,0.064549,0.05123,0.03791,0.050205,0.032787,0.068648,0.079918,0.099385,0.01332,0.068648,0.050205,0.027664,0.048156,0.120902,0.060451,0.043033,0.006148,0.023566,meso
0.053968,0.028571,0.053968,0.049206,0.026984,0.065079,0.031746,0.033333,0.044444,0.122222,0.025397,0.044444,0.069841,0.063492,0.046032,0.071429,0.039683,0.069841,0.01746,0.042857,meso
0.055402,0.00277,0.044321,0.036011,0.055402,0.041551,0.019391,0.063712,0.055402,0.091413,0.027701,0.055402,0.060942,0.033241,0.077562,0.127424,0.052632,0.055402,0.01108,0.033241,meso
0.114286,0.025714,0.045714,0.082857,0.022857,0.077143,0.04,0.028571,0.045714,0.074286,0.011429,0.028571,0.102857,0.042857,0.088571,0.062857,0.045714,0.031429,0.011429,0.017143,meso
0.065637,0.007722,0.054054,0.061776,0.054054,0.054054,0.042471,0.061776,0.081081,0.11583,0.023166,0.011583,0.03861,0.054054,0.019305,0.081081,0.046332,0.057915,0.007722,0.061776,meso
0.101449,0.043478,0.021739,0.050725,0.036232,0.086957,0.043478,0.057971,0.036232,0.115942,0.021739,0.043478,0.043478,0.07971,0.057971,0.028986,0.057971,0.050725,0.014493,0.007246,meso
0.083871,0.025806,0.022581,0.058065,0.045161,0.06129,0.019355,0.080645,0.070968,0.135484,0.022581,0.03871,0.025806,0.029032,0.032258,0.064516,0.06129,0.070968,0.012903,0.03871,meso
0.07781,0.008646,0.069164,0.138329,0.025937,0.048991,0.008646,0.017291,0.10951,0.072046,0.011527,0.014409,0.054755,0.060519,0.069164,0.10951,0.0317,0.04611,0.011527,0.014409,meso
0.094567,0.016097,0.074447,0.050302,0.038229,0.054326,0.028169,0.056338,0.046278,0.092555,0.026157,0.042254,0.046278,0.054326,0.042254,0.064386,0.054326,0.054326,0.01006,0.054326,meso
0.113122,0,0.090498,0.085973,0.027149,0.022624,0.027149,0.072398,0.040724,0.122172,0.022624,0.031674,0.036199,0.031674,0.076923,0.054299,0.054299,0.045249,0.013575,0.031674,meso
0.050553,0.015798,0.044234,0.14218,0.011058,0.036335,0.015798,0.036335,0.105845,0.101106,0.018957,0.044234,0.060032,0.064771,0.050553,0.085308,0.050553,0.058452,0,0.007899,meso
0.060144,0.011894,0.052738,0.076302,0.04219,0.048474,0.020422,0.061266,0.060144,0.115575,0.030969,0.044434,0.043537,0.047801,0.056777,0.060592,0.054084,0.062837,0.018402,0.031418,meso
0.072362,0.00201,0.073367,0.076382,0.041206,0.053266,0.01206,0.048241,0.109548,0.093467,0.023116,0.057286,0.039196,0.043216,0.059296,0.071357,0.044221,0.048241,0.005025,0.027136,meso
0.070896,0.003731,0.070896,0.063433,0.041045,0.063433,0.014925,0.093284,0.063433,0.100746,0.029851,0.070896,0.026119,0.041045,0.041045,0.041045,0.059701,0.05597,0.003731,0.044776,meso
0.046667,0,0.04,0.08,0.02,0.046667,0.033333,0.1,0.04,0.066667,0.02,0.013333,0.066667,0.02,0.04,0.146667,0.1,0.086667,0,0.033333,meso
0.063559,0.010593,0.084746,0.048729,0.006356,0.120763,0.006356,0.03178,0.069915,0.07839,0.010593,0.025424,0.165254,0.021186,0.065678,0.063559,0.048729,0.038136,0.012712,0.027542,meso
0.054945,0.021978,0.093407,0.087912,0.038462,0.021978,0.027473,0.065934,0.032967,0.06044,0.043956,0.054945,0.054945,0.043956,0.049451,0.115385,0.082418,0.043956,0,0.005495,meso
0.134913,0.012762,0.084777,0.041933,0.025524,0.076572,0.028259,0.022789,0.012762,0.139471,0.007293,0.011851,0.077484,0.031905,0.101185,0.032817,0.059253,0.067457,0.022789,0.008204,meso
0.080469,0.056999,0.062028,0.067058,0.024308,0.082146,0.020956,0.0285,0.044426,0.08969,0.018441,0.048617,0.046102,0.064543,0.068734,0.077955,0.042749,0.046102,0.005029,0.025147,meso
0.113022,0.017199,0.071253,0.054054,0.041769,0.063882,0.041769,0.04914,0.027027,0.115479,0.007371,0.019656,0.039312,0.063882,0.066339,0.04914,0.054054,0.063882,0.009828,0.031941,meso
0.026012,0.034682,0.023121,0,0.008671,0.028902,0.043353,0.086705,0.078035,0.049133,0.00289,0.008671,0.355491,0.017341,0.00578,0.052023,0.072254,0.086705,0,0.020231,meso
0.071633,0.022923,0.08596,0.057307,0.025788,0.054441,0.031519,0.051576,0.063037,0.100287,0.014327,0.037249,0.034384,0.034384,0.04298,0.123209,0.040115,0.048711,0.034384,0.025788,meso
0.130435,0.016563,0.049689,0.066253,0.018634,0.080745,0.035197,0.012422,0.008282,0.126294,0.010352,0.014493,0.05383,0.039337,0.122153,0.072464,0.033126,0.089027,0.012422,0.008282,meso
0.02454,0.018405,0.067485,0.09816,0.03681,0.01227,0.018405,0.08589,0.04908,0.08589,0.01227,0.104294,0.04908,0.030675,0.03681,0.122699,0.042945,0.079755,0,0.02454,meso
0.111111,0.009662,0.038647,0.082126,0.038647,0.077295,0.014493,0.057971,0.028986,0.096618,0.019324,0.024155,0.057971,0.043478,0.091787,0.062802,0.033816,0.077295,0.004831,0.028986,meso
0.06422,0.027523,0.036697,0.091743,0.045872,0.009174,0,0.091743,0.110092,0.082569,0.036697,0.082569,0.027523,0.018349,0.06422,0.045872,0.06422,0.055046,0,0.045872,meso
0.090909,0,0.07438,0.07438,0.033058,0.082645,0.016529,0.066116,0.107438,0.099174,0.041322,0.024793,0.016529,0.033058,0.066116,0.057851,0.033058,0.049587,0.016529,0.016529,meso
0.107511,0.017673,0.030928,0.033873,0.044183,0.047128,0.030928,0.061856,0.0162,0.142857,0.027982,0.029455,0.044183,0.054492,0.067747,0.073638,0.055965,0.057437,0.032401,0.023564,meso
0.038043,0.048913,0.027174,0.065217,0.027174,0.076087,0.021739,0.043478,0.086957,0.076087,0.021739,0.032609,0.076087,0.070652,0.076087,0.065217,0.086957,0.032609,0.005435,0.021739,meso
0.05283,0.021887,0.058113,0.076981,0.026415,0.046792,0.02717,0.053585,0.073208,0.089057,0.021887,0.055094,0.043019,0.055094,0.067925,0.097358,0.057358,0.046038,0.007547,0.022642,meso
0.080214,0.016043,0.045455,0.058824,0.037433,0.082888,0.02139,0.061497,0.069519,0.085561,0.029412,0.045455,0.024064,0.045455,0.037433,0.085561,0.029412,0.109626,0.002674,0.032086,meso
0.075571,0.015817,0.038664,0.054482,0.079086,0.080844,0.01406,0.072056,0.043937,0.093146,0.026362,0.047452,0.026362,0.031634,0.042179,0.080844,0.070299,0.054482,0.017575,0.035149,meso
0.060897,0.00641,0.059295,0.043269,0.040064,0.0625,0.017628,0.05609,0.096154,0.084936,0.027244,0.048077,0.035256,0.048077,0.030449,0.076923,0.073718,0.059295,0.008013,0.065705,meso
0.04898,0.012245,0.036735,0.044898,0.077551,0.036735,0.016327,0.065306,0.085714,0.126531,0.012245,0.089796,0.061224,0.04898,0.02449,0.065306,0.040816,0.061224,0.028571,0.016327,meso
0.090909,0.019763,0.063241,0.037549,0.063241,0.08498,0.019763,0.031621,0.027668,0.098814,0.023715,0.039526,0.057312,0.063241,0.045455,0.067194,0.045455,0.057312,0.021739,0.041502,meso
0.028736,0.011494,0.034483,0.02682,0.057471,0.042146,0.022989,0.051724,0.090038,0.118774,0.095785,0.103448,0.022989,0.032567,0.022989,0.074713,0.042146,0.034483,0.019157,0.065134,meso
0.058908,0.010057,0.067529,0.079023,0.041667,0.04023,0.028736,0.076149,0.061782,0.100575,0.020115,0.054598,0.018678,0.051724,0.03592,0.057471,0.04454,0.067529,0.017241,0.067529,meso
0.069414,0.031453,0.049892,0.048807,0.041215,0.065076,0.015184,0.079176,0.05423,0.079176,0.024946,0.042299,0.056399,0.045553,0.053145,0.059653,0.065076,0.070499,0.0141,0.034707,meso
0.064151,0.011321,0.062893,0.091824,0.041509,0.050314,0.023899,0.054088,0.089308,0.079245,0.020126,0.051572,0.049057,0.013836,0.05283,0.055346,0.059119,0.069182,0.013836,0.046541,meso
0.035714,0.005102,0.079932,0.062075,0.034014,0.057823,0.028061,0.05017,0.088435,0.07398,0.02466,0.084184,0.036565,0.027211,0.042517,0.123299,0.066327,0.04932,0.001701,0.028912,meso
0.082237,0.013158,0.050987,0.047697,0.027961,0.070724,0.021382,0.054276,0.052632,0.082237,0.016447,0.037829,0.046053,0.047697,0.057566,0.072368,0.060855,0.075658,0.032895,0.049342,meso
0.079386,0.02535,0.03002,0.066711,0.03002,0.071381,0.022682,0.022682,0.03002,0.131421,0.016678,0.017345,0.102735,0.048032,0.06938,0.087392,0.042028,0.063376,0.014009,0.029353,meso
0.086657,0.01238,0.044017,0.057772,0.026135,0.035763,0.02751,0.041265,0.055021,0.118294,0.020633,0.041265,0.05227,0.048143,0.078404,0.090784,0.063274,0.059147,0.008253,0.033012,meso
0.128571,0.085714,0.014286,0.114286,0,0.028571,0.014286,0.042857,0.1,0.028571,0.042857,0.014286,0.1,0.042857,0.014286,0.114286,0.057143,0.028571,0,0.028571,meso
0.071918,0,0.058219,0.061644,0.037671,0.034247,0.030822,0.099315,0.05137,0.082192,0.013699,0.058219,0.030822,0.085616,0.054795,0.05137,0.044521,0.065068,0,0.068493,meso
0.093407,0.010989,0.06044,0.049451,0.043956,0.082418,0.013736,0.076923,0.074176,0.065934,0.019231,0.043956,0.054945,0.021978,0.035714,0.076923,0.046703,0.076923,0.010989,0.041209,meso
0.039514,0.015198,0.112462,0.082067,0.06383,0.06079,0.009119,0.06383,0.103343,0.057751,0.012158,0.057751,0.048632,0.015198,0.048632,0.066869,0.048632,0.06383,0.015198,0.015198,meso
0.101563,0.003906,0.0625,0.078125,0.042969,0.074219,0.046875,0.046875,0.050781,0.089844,0.03125,0.023438,0.066406,0.03125,0.042969,0.046875,0.046875,0.054688,0.027344,0.03125,meso
0.090909,0.016835,0.050505,0.047138,0.06734,0.080808,0.020202,0.053872,0.040404,0.090909,0.030303,0.023569,0.03367,0.047138,0.040404,0.087542,0.063973,0.080808,0.003367,0.030303,meso
0.037879,0.015152,0.056818,0.098485,0.049242,0.037879,0.018939,0.098485,0.083333,0.140152,0.015152,0.05303,0.015152,0.045455,0.037879,0.068182,0.026515,0.045455,0.011364,0.045455,meso
0.055292,0.006319,0.082148,0.06793,0.026856,0.048973,0.015798,0.055292,0.101106,0.077409,0.015798,0.086888,0.037915,0.030016,0.033175,0.086888,0.077409,0.048973,0.012638,0.033175,meso
0.044248,0.044248,0.017699,0.026549,0.070796,0.044248,0.00885,0.123894,0.115044,0.150442,0.017699,0.061947,0.035398,0,0.035398,0.035398,0.017699,0.035398,0,0.115044,meso
0.05153,0.027375,0.056361,0.056361,0.041868,0.056361,0.027375,0.045089,0.045089,0.077295,0.019324,0.057971,0.048309,0.038647,0.070853,0.115942,0.057971,0.069243,0.011272,0.025765,meso
0.020962,0.018496,0.040691,0.060419,0.049322,0.057953,0.008631,0.069051,0.051788,0.162762,0.014797,0.094945,0.051788,0.034525,0.036991,0.118372,0.039457,0.036991,0.01233,0.019729,meso
0.070621,0.011299,0.048023,0.09322,0.048023,0.028249,0.033898,0.048023,0.121469,0.135593,0.031073,0.033898,0.016949,0.050847,0.022599,0.033898,0.039548,0.045198,0.008475,0.079096,meso
0.091286,0.008299,0.016598,0.033195,0.074689,0.053942,0.024896,0.070539,0.053942,0.149378,0.029046,0.033195,0.037344,0.029046,0.029046,0.049793,0.074689,0.062241,0.033195,0.045643,meso
0.063923,0.010508,0.039405,0.037653,0.068301,0.049912,0.022767,0.074431,0.055166,0.111208,0.025394,0.04641,0.049037,0.030648,0.039405,0.098949,0.04641,0.064799,0.011384,0.054291,meso
